Record_ID,Employee_ID,Division,AI_Training_Track,Baseline_Skill_Score,Post_Training_Skill_Score,AI_Tool_Class,Use_Case_Name,Academic_Partner,Collaboration_Program,Implementation_Stage,Efficiency_Gain_Pct,Estimated_Value_AED,Adoption_Rate_Pct
REC-0928,EMP-23046,Distribution Power,Deep Technical & LLMOps,10.0,90.9,Agentic AI Workflows,LV Power Restoration,None,None,Ideation,6.9,26400.0,0.0
REC-0929,EMP-34818,Billing,Deep Technical & LLMOps,20.6,83.0,Predictive Machine Learning,Revenue Risk Profiler,MBZUAI,Reverse Hackathon,Fully Deployed,31.7,549900.0,83.5
REC-0930,EMP-14324,Finance,AI for Leaders,28.6,83.1,Agentic AI Workflows,Invoice Matcher Agent,MBZUAI,Reverse Hackathon,Development,13.3,9700.0,26.3
REC-0931,EMP-86323,I&TF,Deep Technical & LLMOps,28.0,76.1,Agentic AI Workflows,Cognitive Cyber Defense,RIT Dubai,Sponsored Capstone,Development,13.0,237300.0,4.9
REC-0932,EMP-19111,Distribution Power,AI Literacy,15.1,97.0,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Development,9.9,36300.0,9.4
REC-0933,EMP-48110,I&TF,AI for Leaders,22.6,90.5,Agentic AI Workflows,Cognitive Cyber Defense,RIT Dubai,Reverse Hackathon,UAT & Testing,16.7,90300.0,45.1
REC-0934,EMP-26389,Legal Affairs,Deep Technical & LLMOps,16.9,82.8,Generative AI (LLMs),NDA Auto-Review Agent,MBZUAI,Joint R&D Lab,Ideation,4.1,5000.0,0.0
REC-0935,EMP-51427,I&TF,AI Literacy,21.3,66.2,Generative AI (LLMs),AI Developer Copilot,None,None,UAT & Testing,21.9,19100.0,52.6
REC-0936,EMP-89579,Legal Affairs,AI Literacy,15.2,93.8,Generative AI (LLMs),Contract Compliance Parser,MBZUAI,Reverse Hackathon,Fully Deployed,31.5,19400.0,89.4
REC-0937,EMP-38746,Business Development & Execution,AI Literacy,35.6,81.3,Generative AI (LLMs),AI Bid Evaluator,MBZUAI,Joint R&D Lab,Development,6.7,90100.0,48.6
REC-0938,EMP-97886,Water & Civil,AI Literacy,33.8,70.2,Computer Vision,Structural Crack Inspection,RIT Dubai,Sponsored Capstone,Development,8.9,37000.0,28.1
REC-0939,EMP-10117,Legal Affairs,AI Literacy,10.0,86.9,Generative AI (LLMs),Contract Compliance Parser,RIT Dubai,Joint R&D Lab,Development,11.2,57100.0,7.5
REC-0940,EMP-94471,Power & Water Planning,AI for Leaders,10.0,77.2,Predictive Machine Learning,Grid Expansion Planner,Heriot-Watt University,Reverse Hackathon,UAT & Testing,19.9,195500.0,58.2
REC-0941,EMP-23234,Business Development & Execution,Deep Technical & LLMOps,10.8,85.5,Generative AI (LLMs),Market Feasibility Generator,None,None,Optimizing,35.1,137100.0,82.8
REC-0942,EMP-63441,Finance,AI for Leaders,14.1,86.8,Agentic AI Workflows,Automated Audit Reconciliation,None,None,Development,12.1,152600.0,6.9
REC-0943,EMP-10846,Business Development & Execution,AI Literacy,15.9,86.1,Generative AI (LLMs),Market Feasibility Generator,None,None,Ideation,4.3,5100.0,0.0
REC-0944,EMP-20954,Business Development & Execution,AI Literacy,10.0,87.3,Generative AI (LLMs),AI Bid Evaluator,Heriot-Watt University,Reverse Hackathon,Development,10.8,28300.0,11.0
REC-0945,EMP-89239,Business Development & Execution,Deep Technical & LLMOps,15.0,98.0,Generative AI (LLMs),AI Procurement Sandbox,None,None,Development,12.6,19200.0,29.3
REC-0946,EMP-56514,Business Development & Execution,AI Literacy,16.7,90.0,Generative AI (LLMs),AI Bid Evaluator,RIT Dubai,Sponsored Capstone,Fully Deployed,34.5,231100.0,80.9
REC-0947,EMP-98236,Billing,Deep Technical & LLMOps,21.3,83.9,Generative AI (LLMs),Generative Bill Explanation,MBZUAI,Reverse Hackathon,Ideation,4.3,24100.0,0.0
REC-0948,EMP-16469,Power & Water Planning,Deep Technical & LLMOps,32.5,94.4,Predictive Machine Learning,Grid Expansion Planner,None,None,Development,8.8,27500.0,10.1
REC-0949,EMP-40105,Finance,Deep Technical & LLMOps,10.0,74.3,Predictive Machine Learning,Supplier Risk Analysis,RIT Dubai,Sponsored Capstone,UAT & Testing,19.6,25900.0,65.7
REC-0950,EMP-52101,Water & Civil,AI Literacy,13.9,81.1,Computer Vision,Reservoir Volumetric AI,RIT Dubai,Sponsored Capstone,Development,10.1,105700.0,0.1
REC-0951,EMP-74323,Transmission Power,Deep Technical & LLMOps,10.0,96.5,Computer Vision,Thermal Substations Inspection,None,None,UAT & Testing,21.2,39000.0,26.6
REC-0952,EMP-68067,Finance,AI Literacy,30.9,74.9,Agentic AI Workflows,Invoice Matcher Agent,None,None,Ideation,8.0,7200.0,0.0
REC-0953,EMP-59376,Legal Affairs,Deep Technical & LLMOps,10.0,60.1,Generative AI (LLMs),Contract Compliance Parser,MBZUAI,Reverse Hackathon,Optimizing,23.9,62700.0,75.9
REC-0954,EMP-55587,Distribution Power,Deep Technical & LLMOps,22.3,71.8,Agentic AI Workflows,SCADA Fault Routing,MBZUAI,Joint R&D Lab,Development,15.5,49700.0,41.5
REC-0955,EMP-46976,Business Development & Execution,AI Literacy,13.9,81.9,Generative AI (LLMs),AI Procurement Sandbox,Heriot-Watt University,Sponsored Capstone,Optimizing,34.8,80000.0,93.3
REC-0956,EMP-77584,Water & Civil,AI Literacy,33.2,82.9,Computer Vision,Structural Crack Inspection,None,None,Development,15.3,69200.0,28.0
REC-0957,EMP-88477,Business Development & Execution,AI Literacy,10.0,80.8,Generative AI (LLMs),AI Procurement Sandbox,RIT Dubai,Joint R&D Lab,Fully Deployed,29.4,75700.0,87.7
REC-0958,EMP-52533,Legal Affairs,Deep Technical & LLMOps,10.0,74.4,Generative AI (LLMs),Regulatory Risk Analyzer,Heriot-Watt University,Reverse Hackathon,Development,7.7,60700.0,29.4
REC-0959,EMP-11828,I&TF,AI Literacy,17.7,86.1,Generative AI (LLMs),Agentic IT Helpdesk,None,None,Fully Deployed,33.1,56500.0,73.2
REC-0960,EMP-11917,Distribution Power,Deep Technical & LLMOps,11.4,81.6,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Development,16.2,105300.0,44.8
REC-0961,EMP-30618,Transmission Power,AI Literacy,31.8,92.9,Computer Vision,Insulator Wear Classifier,RIT Dubai,Joint R&D Lab,UAT & Testing,15.8,52900.0,65.8
REC-0962,EMP-42254,Water & Civil,AI for Leaders,32.5,94.7,Autonomous IoT & Sensors,Autonomous Leak Detection,MBZUAI,Joint R&D Lab,Fully Deployed,26.5,127300.0,67.9
REC-0963,EMP-57362,I&TF,Deep Technical & LLMOps,22.0,81.6,Generative AI (LLMs),Agentic IT Helpdesk,None,None,UAT & Testing,22.3,30500.0,61.3
REC-0964,EMP-30128,Finance,Deep Technical & LLMOps,20.7,65.5,Agentic AI Workflows,Invoice Matcher Agent,None,None,UAT & Testing,18.0,78000.0,58.7
REC-0965,EMP-69383,Water & Civil,Deep Technical & LLMOps,10.0,91.4,Computer Vision,Reservoir Volumetric AI,MBZUAI,Joint R&D Lab,Ideation,8.3,5000.0,0.0
REC-0966,EMP-75545,Finance,AI Literacy,57.3,90.1,Predictive Machine Learning,Supplier Risk Analysis,Heriot-Watt University,Joint R&D Lab,Development,14.0,38100.0,4.4
REC-0967,EMP-92180,Power & Water Planning,AI Literacy,16.8,59.7,Predictive Machine Learning,Grid Expansion Planner,MBZUAI,Reverse Hackathon,UAT & Testing,17.1,36600.0,18.9
REC-0968,EMP-97958,Power & Water Planning,Deep Technical & LLMOps,28.6,95.6,Predictive Machine Learning,Smart Load Forecasting,MBZUAI,Reverse Hackathon,Ideation,3.9,8700.0,0.0
REC-0969,EMP-19865,Water & Civil,AI for Leaders,10.0,81.0,Computer Vision,Structural Crack Inspection,None,None,Development,10.4,57300.0,12.4
REC-0970,EMP-12219,Legal Affairs,AI for Leaders,10.0,94.5,Generative AI (LLMs),Contract Compliance Parser,RIT Dubai,Joint R&D Lab,Development,11.9,13200.0,3.2
REC-0971,EMP-49809,I&TF,AI Literacy,17.5,84.3,Generative AI (LLMs),Agentic IT Helpdesk,None,None,Development,12.9,38100.0,56.1
REC-0972,EMP-15287,Legal Affairs,AI Literacy,12.2,43.3,Generative AI (LLMs),Regulatory Risk Analyzer,None,None,UAT & Testing,20.9,109500.0,39.2
REC-0973,EMP-44387,I&TF,AI Literacy,11.3,60.7,Agentic AI Workflows,Cognitive Cyber Defense,None,None,UAT & Testing,15.5,109100.0,38.7
REC-0974,EMP-18512,Billing,Deep Technical & LLMOps,18.0,85.4,Predictive Machine Learning,Revenue Risk Profiler,Heriot-Watt University,Reverse Hackathon,Optimizing,37.4,687100.0,93.2
REC-0975,EMP-11342,I&TF,AI Literacy,47.7,86.8,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Development,11.1,21800.0,39.9
REC-0976,EMP-73076,I&TF,AI for Leaders,17.5,90.4,Agentic AI Workflows,Cognitive Cyber Defense,MBZUAI,Reverse Hackathon,Optimizing,26.4,147700.0,97.4
REC-0977,EMP-29216,Power & Water Planning,AI Literacy,44.9,88.3,Predictive Machine Learning,Smart Load Forecasting,None,None,Fully Deployed,29.2,479500.0,72.5
REC-0978,EMP-89767,Distribution Power,Deep Technical & LLMOps,53.2,90.6,Predictive Machine Learning,Grid Recloser Optimizer,None,None,Optimizing,38.1,49400.0,66.3
REC-0979,EMP-36614,Water & Civil,AI for Leaders,17.7,96.7,Computer Vision,Reservoir Volumetric AI,RIT Dubai,Sponsored Capstone,Fully Deployed,33.1,18900.0,77.5
REC-0980,EMP-46258,Distribution Power,Deep Technical & LLMOps,16.5,71.7,Agentic AI Workflows,SCADA Fault Routing,MBZUAI,Reverse Hackathon,Fully Deployed,33.7,181800.0,97.8
REC-0981,EMP-52078,Distribution Power,Deep Technical & LLMOps,10.0,60.4,Agentic AI Workflows,LV Power Restoration,MBZUAI,Joint R&D Lab,Development,8.5,91000.0,35.6
REC-0982,EMP-93524,Water & Civil,AI for Leaders,18.0,93.2,Computer Vision,Structural Crack Inspection,None,None,Development,12.4,7300.0,22.1
REC-0983,EMP-22219,Power & Water Planning,Deep Technical & LLMOps,33.4,75.1,Predictive Machine Learning,Grid Expansion Planner,None,None,Development,15.0,30600.0,26.2
REC-0984,EMP-10235,Business Development & Execution,Deep Technical & LLMOps,17.0,47.3,Generative AI (LLMs),Market Feasibility Generator,None,None,Optimizing,21.2,65600.0,68.8
REC-0985,EMP-52929,I&TF,Deep Technical & LLMOps,34.0,83.0,Generative AI (LLMs),Agentic IT Helpdesk,None,None,Optimizing,29.7,189700.0,91.2
REC-0986,EMP-77444,Power & Water Planning,Deep Technical & LLMOps,38.9,85.0,Predictive Machine Learning,Grid Expansion Planner,Heriot-Watt University,Reverse Hackathon,Fully Deployed,35.7,115300.0,88.4
REC-0987,EMP-18567,Legal Affairs,AI Literacy,16.6,92.6,Generative AI (LLMs),NDA Auto-Review Agent,None,None,Fully Deployed,32.9,337600.0,90.2
REC-0988,EMP-80792,Power & Water Planning,Deep Technical & LLMOps,31.3,77.5,Predictive Machine Learning,Digital Twin Simulation,None,None,Optimizing,25.9,50500.0,91.5
REC-0989,EMP-75441,Transmission Power,AI Literacy,16.2,50.9,Computer Vision,Insulator Wear Classifier,None,None,UAT & Testing,21.6,107500.0,64.7
REC-0990,EMP-94555,Legal Affairs,AI Literacy,52.6,98.7,Generative AI (LLMs),Contract Compliance Parser,None,None,Fully Deployed,25.0,194800.0,75.6
REC-0991,EMP-83698,Billing,Deep Technical & LLMOps,36.2,70.7,Predictive Machine Learning,Billing Anomaly Detection,None,None,UAT & Testing,16.5,82200.0,18.2
REC-0992,EMP-15415,Water & Civil,AI for Leaders,62.2,94.9,Computer Vision,Structural Crack Inspection,None,None,UAT & Testing,16.9,15900.0,36.8
REC-0993,EMP-46159,Water & Civil,AI for Leaders,37.1,95.7,Autonomous IoT & Sensors,Autonomous Leak Detection,None,None,Ideation,8.1,13800.0,0.0
REC-0994,EMP-53925,Billing,Deep Technical & LLMOps,10.0,84.0,Generative AI (LLMs),Generative Bill Explanation,None,None,UAT & Testing,13.3,44000.0,25.3
REC-0995,EMP-15951,Power & Water Planning,Deep Technical & LLMOps,68.4,94.4,Predictive Machine Learning,Digital Twin Simulation,None,None,Fully Deployed,22.4,29400.0,89.1
REC-0996,EMP-97388,Transmission Power,Deep Technical & LLMOps,39.0,93.2,Computer Vision,Thermal Substations Inspection,None,None,UAT & Testing,21.1,106100.0,26.4
REC-0997,EMP-18007,Power & Water Planning,AI Literacy,36.2,84.6,Predictive Machine Learning,Grid Expansion Planner,None,None,Fully Deployed,32.6,218800.0,82.5
REC-0998,EMP-51832,I&TF,AI Literacy,15.2,95.9,Agentic AI Workflows,Cognitive Cyber Defense,None,None,Development,10.6,24100.0,2.4
REC-0999,EMP-68596,Legal Affairs,AI for Leaders,10.0,96.0,Generative AI (LLMs),Contract Compliance Parser,Heriot-Watt University,Reverse Hackathon,Ideation,5.0,19200.0,0.0
REC-1000,EMP-40523,Business Development & Execution,AI Literacy,26.3,84.2,Generative AI (LLMs),AI Procurement Sandbox,RIT Dubai,Reverse Hackathon,Fully Deployed,25.6,232700.0,53.1
